,event_name,event_date,details,wad,wwcd,wlcd,wswd,wkowd,wrd,wlrd,wtsd,wssd,wsdd,wspd,wcpd,wgpd,wttdd,wstdd,wtddd,wssubd,wspassd,wssweepd,winner_lable,finghter1wins,fighter2wins,winner,looser,fighter1,fighter2,fighter_name,result,end_round,finish_method,fighter1_str,fighter2_str,fighter1_td,fighter2_td,fighter1_sub,fighter2_sub,fighter1_pass,fighter2_pass
2000,UFC Fight Night Lineker vs Dodson,2016-10-01 00:00:00,Live on TSN 2,-11,-2,-2,2,0,0,0,101,91,-0.06,-0.06,0.06,0,2,1,0.22,1,4,2,1,1,0,Henrique da Silva,Joachim Christensen,Henrique da Silva,Joachim Christensen,Joachim Christensen,Loss,R2,Submission,44,50,0,0,1,0,3,1
457,UFC Fight Night Maia vs Usman,2018-05-19 00:00:00,Live on TSN 2,0,6,3,2,0,3,0,-574,-288,-0.02,0.3,-0.24,0,-42,-14,-0.11,1,-5,-2,2,0,1,Frankie Saenz,Henry Briones,Henry Briones,Frankie Saenz,Henry Briones,Loss,R3,Decision - Unanimous,44,66,0,4,1,0,0,2
1182,UFC Fight Night Pettis vs Moreno,2017-08-05 00:00:00,Live on TSN 5,4,-7,-1,-16,0,2,1,-390,-134,0.03,0.18,0.11,-0.25,-125,-44,0.29,-30,-53,-6,2,0,1,Rani Yahya,Henry Briones,Henry Briones,Rani Yahya,Rani Yahya,Win,R1,Submission,0,3,0,1,0,2,0,2
3744,UFC 180 Werdum vs. Hunt,2014-11-15 00:00:00,Live on Pay-Per-View,0,11,5,2,0,1,0,201,67,-0.03,0.34,-0.22,-0.17,-13,-7,-0.3,1,-6,-1,1,1,0,Henry Briones,Guido Cannetti,Henry Briones,Guido Cannetti,Guido Cannetti,Loss,R2,Submission,32,35,0,1,1,0,1,1
838,UFC 218 Holloway vs Aldo 2,2017-12-02 00:00:00,Live on Pay-Per-View,6,-4,-2,0,2,-5,-1,-759,-230,0.01,-0.25,0.26,0.12,25,8,0.2,-4,-2,-2,1,1,0,Henry Cejudo,Sergio Pettis,Henry Cejudo,Sergio Pettis,Sergio Pettis,Loss,R3,Decision - Unanimous,36,25,3,0,0,0,3,0
3206,UFC 188 Velasquez vs. Werdum,2015-06-13 00:00:00,Live on Pay-Per-View,-2,13,2,0,2,-2,37,258,120,0.02,-0.11,0.26,-0.06,38,13,0.17,-2,-5,-5,1,1,0,Henry Cejudo,Chico Camus,Henry Cejudo,Chico Camus,Chico Camus,Loss,R3,Decision - Unanimous,62,48,1,0,0,0,0,0
3651,UFC Fight Night Dos Santos vs. Miocic,2014-12-13 00:00:00,Sportsnet 360,2,13,2,-4,2,-7,37,690,358,0.15,-0.16,0.15,0.01,45,16,0.39,-6,7,-1,1,1,0,Henry Cejudo,Dustin Kimura,Henry Cejudo,Dustin Kimura,Henry Cejudo,Win,R3,Decision - Unanimous,72,25,0,0,0,0,0,0
1089,UFC 215 Nunes vs Shevchenko 2,2017-09-09 00:00:00,Live on Pay-Per-View,-2,-9,-7,-4,2,-1,1,195,184,0.11,-0.01,0.11,-0.1,-45,-24,0.42,-4,-27,-2,1,1,0,Henry Cejudo,Wilson Reis,Henry Cejudo,Wilson Reis,Wilson Reis,Loss,R2,KO/TKO,34,5,2,0,0,0,0,0
5786,UFC®,2012-06-08 00:00:00,Johnson vs. McCall,-2,0,0,0,0,0,0,217,52,-0.08,-0.04,0,0,-15,0,0.8,-1,0,-1,1,1,0,Henry Martinez,Bernardo Magalhaes,Henry Martinez,Bernardo Magalhaes,Bernardo Magalhaes,Loss,R3,Decision - Split,18,26,0,0,0,1,0,0
3101,UFC Fight Night Mir vs. Duffee,2015-07-15 00:00:00,TSN 4/5,-4,3,0,-4,0,1,-1,402,66,-0.1,0.2,-0.06,-0.2,17,4,0.25,-8,2,-1,1,1,0,Holly Holm,Marion Reneau,Holly Holm,Marion Reneau,Marion Reneau,Loss,R3,Decision - Unanimous,65,26,1,0,0,0,0,0
1374,UFC Fight Night Holm vs Correia,2017-06-17 00:00:00,Live on Fight Network,2,2,1,0,2,5,2,425,47,-0.01,0,-0.05,0,7,3,-0.08,1,7,-2,1,1,0,Holly Holm,Bethe Correia,Holly Holm,Bethe Correia,Holly Holm,Win,R3,KO/TKO,25,15,0,0,0,0,0,0
371,UFC 225 Whittaker vs Romero 2,2018-06-09 00:00:00,Live on Pay-Per-View,9,4,1,0,4,-4,38,1269,427,0.24,0.1,-0.15,0,19,6,0.28,1,9,-1,1,1,0,Holly Holm,Megan Anderson,Holly Holm,Megan Anderson,Holly Holm,Win,R3,Decision - Unanimous,47,26,4,0,1,0,9,0
2825,UFC Fight Night Brown vs Gastelum,2015-11-21 00:00:00,TSN1,-1,-16,-3,0,0,-1,4,-671,-302,-0.23,0.04,0.27,-0.23,-70,-37,-0.25,-2,-10,0,2,0,1,Enrique Barzola,Horacio Gutierrez,Horacio Gutierrez,Enrique Barzola,Horacio Gutierrez,Loss,R3,Decision - Unanimous,10,38,0,5,0,0,0,1
3309,UFC Fight Night Edgar vs. Faber,2015-05-16 00:00:00,TSN,2,-8,0,-2,-4,-3,-2,-1018,-549,-0.06,0.38,-0.2,-0.3,-85,-40,0.14,-4,-40,-2,2,0,1,Neil Magny,Hyun Gyu Lim,Hyun Gyu Lim,Neil Magny,Neil Magny,Win,R2,KO/TKO,15,43,0,2,0,0,0,6
2145,UFC 202 Diaz vs McGregor 2,2016-08-20 00:00:00,Live on Pay-Per-View,6,1,3,0,-2,6,4,-106,-78,-0.07,0.12,-0.13,0,-8,-4,0.06,1,-10,0,2,0,1,Mike Perry,Hyun Gyu Lim,Hyun Gyu Lim,Mike Perry,Hyun Gyu Lim,Loss,R1,KO/TKO,8,31,0,0,0,0,0,3
2494,UFC Fight Night Rothwell vs. Dos Santos,2016-04-10 00:00:00,TSN 2,2,-22,-6,2,-6,-3,-1,-995,-361,-0.33,-0.78,1,-0.17,-15,-3,-0.64,6,-3,0,2,0,1,Alejandro Perez,Ian Entwistle,Ian Entwistle,Alejandro Perez,Ian Entwistle,Loss,R1,KO/TKO,0,48,0,0,1,0,0,1
3549,UFC 183 Silva vs. Diaz,2015-01-31 00:00:00,Live on Pay-Per-View,6,-18,-3,-2,-11,-3,1,-1134,-463,0.11,-0.17,0.2,0.05,46,11,0.2,-7,21,-1,2,0,1,John Lineker,Ian McCall,Ian McCall,John Lineker,Ian McCall,Loss,R3,Decision - Unanimous,40,38,1,0,0,3,1,0
3113,UFC Fight Night Mir vs. Duffee,2015-07-15 00:00:00,TSN 4/5,10,-20,-3,-2,-4,1,-41,-1292,-444,-0.15,-0.17,0.13,0.11,0,-8,-0.6,-2,0,2,2,0,1,Sean Strickland,Igor Araujo,Igor Araujo,Sean Strickland,Igor Araujo,Loss,R3,Decision - Unanimous,39,71,0,3,0,2,0,1
4456,UFC Fight Night Gustafsson vs. Manuwa,2014-03-08 00:00:00,UFC Fight Pass,5,0,0,0,0,3,0,36,4,-0.03,-0.1,-0.07,0.26,10,3,-0.78,-4,9,2,1,1,0,Igor Araujo,Danny Mitchell,Igor Araujo,Danny Mitchell,Danny Mitchell,Loss,R3,Decision - Unanimous,12,18,0,0,1,5,4,1
3916,UFC Fight Night Bigfoot vs. Arlovski,2014-09-13 00:00:00,UFC FIGHT PASS,0,-17,-7,0,-2,4,-41,-393,-152,-0.08,0.05,-0.01,-0.04,-10,-3,-0.16,-1,3,1,2,0,1,George Sullivan,Igor Araujo,Igor Araujo,George Sullivan,Igor Araujo,Loss,R2,KO/TKO,8,43,2,1,0,0,0,3
5589,UFC® 152 Live on Pay-Per-View,2012-09-22 00:00:00,Jones vs. Belfort,5,25,13,0,4,-5,0,253,189,-0.28,-0.16,0.16,0.01,15,3,-0.16,0,4,3,2,0,1,Vinny Magalhaes,Igor Pokrajac,Igor Pokrajac,Vinny Magalhaes,Igor Pokrajac,Loss,R2,Submission,8,15,1,1,0,2,0,2
6705,UFC® LIVE,2011-03-03 00:00:00,SANCHEZ vs. KAMPMANN,-7,25,13,2,4,74,0,497,229,-0.09,-0.02,-0.12,0.14,21,7,0.01,2,9,3,1,1,0,Igor Pokrajac,Todd Brown,Igor Pokrajac,Todd Brown,Igor Pokrajac,Win,R1,KO/TKO,17,15,0,0,0,0,0,0
5861,UFC,2012-05-15 00:00:00,Korean Zombie vs. Poirier,1,25,13,2,1,-1,-41,-626,-445,-0.14,-0.11,0.04,0.14,17,3,-0.11,-3,4,2,1,1,0,Igor Pokrajac,Fabio Maldonado,Igor Pokrajac,Fabio Maldonado,Igor Pokrajac,Win,R3,Decision - Unanimous,36,98,1,0,0,0,2,1
2492,UFC Fight Night Rothwell vs. Dos Santos,2016-04-10 00:00:00,TSN 2,4,3,6,-2,2,-4,-44,-299,-174,-0.14,-0.1,0.14,-0.03,0,-6,-0.05,-1,-3,3,2,0,1,Jan Blachowicz,Igor Pokrajac,Igor Pokrajac,Jan Blachowicz,Igor Pokrajac,Loss,R3,Decision - Unanimous,35,98,0,4,0,0,3,4
4814,UFC Fight Night Live on Sportsnet,2013-10-09 00:00:00,Maia vs. Shields,-2,0,0,2,0,1,0,296,108,0,0.08,0.05,-0.13,0,10,0.6,4,1,-2,2,0,1,Igor Araujo,Ildemar Alcantara,Ildemar Alcantara,Igor Araujo,Ildemar Alcantara,Loss,R3,Decision - Unanimous,18,21,3,1,3,1,1,6
3854,UFC Fight Night Nelson vs. Story,2014-10-04 00:00:00,UFC FIGHT PASS,0,-7,-2,0,4,-5,-44,-527,-293,-0.01,-0.03,-0.16,0.1,3,-3,0.44,0,-6,0,2,0,1,Jan Blachowicz,Ilir Latifi,Ilir Latifi,Jan Blachowicz,Ilir Latifi,Loss,R1,KO/TKO,2,13,0,0,0,0,0,0
4065,UFC Fight Night McGregor vs. Brandao,2014-07-19 00:00:00,UFC Fight Pass,4,15,5,4,6,1,-40,207,102,-0.13,-0.02,-0.24,0.15,10,6,0.83,3,3,0,1,1,0,Ilir Latifi,Chris Dempsey,Ilir Latifi,Chris Dempsey,Ilir Latifi,Win,R1,KO/TKO,16,1,1,0,0,0,0,0
1087,UFC 215 Nunes vs Shevchenko 2,2017-09-09 00:00:00,Live on Pay-Per-View,8,8,4,0,4,-6,-43,233,74,0.04,0.06,-0.27,0.11,20,8,0.43,0,2,0,1,1,0,Ilir Latifi,Tyson Pedro,Ilir Latifi,Tyson Pedro,Ilir Latifi,Win,R3,Decision - Unanimous,44,31,4,0,0,0,4,0
1845,The Ultimate Fighter A Tournament of Champions Finale,2016-12-03 00:00:00,Live on TSN 2,-10,3,-1,0,-2,-2,0,96,-46,-0.19,-0.12,0.15,-0.13,6,5,0.24,0,0,0,2,0,1,Jared Cannonier,Ion Cutelaba,Ion Cutelaba,Jared Cannonier,Jared Cannonier,Win,R3,Decision - Unanimous,45,59,6,0,0,0,2,1
1400,UFC Fight Night Lewis vs Hunt,2017-06-10 00:00:00,Live on TSN 5,-5,2,-1,-2,2,-1,-2,278,29,0.09,0.09,0,-0.19,5,5,0.47,-1,-2,-2,1,1,0,Ion Cutelaba,Henrique da Silva,Ion Cutelaba,Henrique da Silva,Henrique da Silva,Loss,R1,KO/TKO,15,1,0,0,0,0,0,0
127,UFC 228 Woodley vs. Till,2018-09-08 00:00:00,Live on Pay-Per-View,6,1,2,0,0,1,-4,40,49,0.07,0.08,-0.15,0,2,2,0.16,-2,3,2,1,1,0,Irene Aldana,Lucie Pudilova,Irene Aldana,Lucie Pudilova,Irene Aldana,Win,R3,Decision - Split,119,105,0,0,0,0,0,0
726,UFC 220 Miocic vs Ngannou,2018-01-20 00:00:00,Live on Pay-Per-View,-8,-24,-13,-3,1,-1,1,-1723,-500,0.02,-0.2,-0.16,0.28,-142,-71,0.08,-13,-40,1,1,1,0,Islam Makhachev,Gleison Tibau,Islam Makhachev,Gleison Tibau,Gleison Tibau,Loss,R1,KO/TKO,3,2,0,0,0,0,0,0
3271,UFC 187 Johnson vs. Cormier,2015-05-23 00:00:00,Live on Pay-Per-View,-8,16,1,3,2,-4,-1,166,101,0.65,0.44,0,0.48,15,13,1,4,24,2,1,1,0,Islam Makhachev,Leo Kuntz,Islam Makhachev,Leo Kuntz,Islam Makhachev,Win,R2,Submission,32,7,3,0,1,0,3,0
521,UFC Fight Night Poirier vs Gaethje,2018-04-14 00:00:00,Live on CTV TWO,4,3,-4,-2,4,6,3,-124,21,0.06,0,0.16,-0.13,-13,-7,0.11,-3,-4,0,1,1,0,Israel Adesanya,Marvin Vettori,Israel Adesanya,Marvin Vettori,Marvin Vettori,Loss,R3,Decision - Split,57,46,0,2,0,0,0,1
4518,UFC Fight Night Live on Sportsnet 360,2014-02-15 00:00:00,Machida vs. Mousasi,5,13,1,0,8,6,4,261,245,-0.07,0,-0.15,0.06,-71,-26,0.13,5,0,-1,1,1,0,Iuri Alcantara,Wilson Reis,Iuri Alcantara,Wilson Reis,Iuri Alcantara,Win,R3,Decision - Split,42,23,2,3,0,0,4,2
5735,UFC® 147,2012-06-23 00:00:00,Silva vs. Franklin II,4,12,4,4,8,2,0,462,234,-0.06,-0.17,0,0.17,-24,-3,-0.17,6,23,1,2,0,1,Hacran Dias,Iuri Alcantara,Iuri Alcantara,Hacran Dias,Iuri Alcantara,Loss,R3,Decision - Unanimous,19,19,0,5,1,0,1,4
2644,UFC Fight Night Johnson vs. Bader,2016-01-30 00:00:00,Live on FOX,9,14,8,4,6,3,3,247,141,-0.15,-0.28,0,0.28,9,12,-0.4,10,39,1,2,0,1,Jimmie Rivera,Iuri Alcantara,Iuri Alcantara,Jimmie Rivera,Iuri Alcantara,Loss,R3,Decision - Unanimous,41,45,0,3,0,0,0,0
3504,UFC Fight Night Bigfoot vs. Mir,2015-02-22 00:00:00,TSN 2,0,22,5,4,8,5,2,66,17,-0.06,0.09,-0.35,0.28,-16,3,-0.03,9,33,-1,2,0,1,Frankie Saenz,Iuri Alcantara,Iuri Alcantara,Frankie Saenz,Iuri Alcantara,Loss,R3,Decision - Unanimous,31,44,2,3,0,0,3,1
1431,UFC 212 Aldo vs Holloway,2017-06-03 00:00:00,Live on Pay-Per-View,6,16,1,2,6,5,2,539,248,-0.06,-0.17,0,0.28,13,13,-0.25,8,36,0,2,0,1,Brian Kelleher,Iuri Alcantara,Iuri Alcantara,Brian Kelleher,Iuri Alcantara,Loss,R1,Submission,12,4,1,0,0,1,0,0
6399,UFC® RIO Live on Pay-Per-View,2011-08-27 00:00:00,Silva vs. Okami,8,17,1,0,6,-2,1,299,141,-0.15,-0.07,0,0.05,8,8,0.19,3,30,-6,1,1,0,Iuri Alcantara,Felipe Arantes,Iuri Alcantara,Felipe Arantes,Felipe Arantes,Loss,R3,Decision - Unanimous,22,29,6,0,0,0,11,0
686,UFC Fight Night Machida vs. Anders,2018-02-03 00:00:00,Live on TSN 2,7,17,3,0,8,6,4,487,245,-0.18,-0.26,0,0.28,8,13,-0.1,1,29,1,1,1,0,Iuri Alcantara,Joe Soto,Iuri Alcantara,Joe Soto,Iuri Alcantara,Win,R1,KO/TKO,17,1,0,0,0,0,1,0
3927,UFC Fight Night Bigfoot vs. Arlovski,2014-09-13 00:00:00,UFC FIGHT PASS,6,20,2,2,6,1,3,722,346,-0.05,0.14,-0.18,-0.05,3,6,0.07,6,26,-3,1,1,0,Iuri Alcantara,Russell Doane,Iuri Alcantara,Russell Doane,Russell Doane,Loss,R3,Decision - Unanimous,27,14,2,6,0,0,3,1
3029,UFC 190 Rousey vs. Correia,2015-08-01 00:00:00,Live on Pay-Per-View,3,35,10,0,8,2,1,711,352,-0.09,-0.1,0,0.1,-18,7,0.1,5,23,-1,1,1,0,Iuri Alcantara,Leandro Issa,Iuri Alcantara,Leandro Issa,Iuri Alcantara,Win,R3,Decision - Unanimous,53,26,0,1,0,0,4,4
1613,UFC 209 Woodley vs Thompson 2,2017-03-04 00:00:00,Live on Pay-Per-View,6,22,7,2,7,4,4,664,279,-0.07,0.11,0,-0.11,24,16,-0.1,9,38,1,1,1,0,Iuri Alcantara,Luke Sanders,Iuri Alcantara,Luke Sanders,Iuri Alcantara,Win,R2,Submission,23,94,1,1,1,0,0,0
4840,UFC 165 Live on Pay-Per-View,2013-09-21 00:00:00,Jones vs. Gustafsson,3,-22,-9,0,2,-1,-36,-28,53,0.1,0.06,0.03,-0.09,-90,-41,-0.08,2,-37,-2,2,0,1,Wilson Reis,Ivan Menjivar,Ivan Menjivar,Wilson Reis,Ivan Menjivar,Loss,R3,Decision - Unanimous,29,33,0,4,0,0,0,2
5487,UFC® 154,2012-11-17 00:00:00,St-Pierre vs. Condit,36,0,0,4,2,64,0,717,280,0.13,0.05,0.18,-0.23,4,1,0.39,7,2,0,1,1,0,Ivan Menjivar,Azamat Gashimov,Ivan Menjivar,Azamat Gashimov,Azamat Gashimov,Loss,R1,Submission,6,4,0,1,1,0,0,0
6016,UFC®,2012-02-15 00:00:00,Sanchez vs. Ellenberger,4,0,0,4,0,64,0,633,224,0.31,0.18,-0.04,-0.14,5,2,-0.11,-2,-2,-1,1,1,0,Ivan Menjivar,John Albert,Ivan Menjivar,John Albert,John Albert,Loss,R1,Submission,25,31,1,0,2,3,1,0
5709,UFC® 148,2012-07-07 00:00:00,Silva vs. Sonnen II,2,0,0,4,0,-6,0,-179,-60,0.04,-0.05,-0.05,0.13,-14,-3,-0.28,7,-4,-1,2,0,1,Mike Easton,Ivan Menjivar,Ivan Menjivar,Mike Easton,Ivan Menjivar,Loss,R3,Decision - Unanimous,40,46,0,1,0,0,0,0
3397,UFC Fight Night Gonzaga vs. Cro Cop 2,2015-04-11 00:00:00,FIGHT NETWORK,-1,-7,0,-2,0,3,-35,-198,-92,-0.1,-0.42,0.54,-0.12,-1,-4,0.18,-1,-2,0,2,0,1,Alexandra Albu,Izabela Badurek,Izabela Badurek,Alexandra Albu,Alexandra Albu,Win,R2,Submission,32,42,1,0,0,1,0,0
1398,UFC Fight Night Lewis vs Hunt,2017-06-10 00:00:00,Live on TSN 5,5,2,0,0,0,0,-2,-31,36,0.08,-0.16,0.17,0,6,1,0.58,0,2,0,1,1,0,JJ Aldrich,Chanmi Jeon,JJ Aldrich,Chanmi Jeon,Chanmi Jeon,Loss,R3,Decision - Unanimous,98,92,0,0,0,0,0,0
1448,UFC Fight Night Gustafsson vs Teixeira,2017-05-28 00:00:00,Live on TSN 5,2,10,0,0,4,-4,46,104,86,0.17,-0.46,0.16,0.37,13,6,0.19,0,6,0,1,1,0,Jack Hermansson,Alex Nicholson,Jack Hermansson,Alex Nicholson,Alex Nicholson,Loss,R1,KO/TKO,23,1,1,0,0,1,2,0
1273,UFC Fight Night Nelson vs Ponzinibbio,2017-07-16 00:00:00,Live on FS1,-9,12,4,0,0,-3,-5,-211,-182,-0.02,0.05,-0.15,0,-1,-1,-0.36,0,-2,-1,1,1,0,Jack Marshman,Ryan Janes,Jack Marshman,Ryan Janes,Ryan Janes,Loss,R3,Decision - Unanimous,75,83,0,0,0,0,0,0
1643,UFC Fight Night Lewis vs Browne,2017-02-19 00:00:00,Live on TSN 5,-6,3,1,0,-16,-3,-3,-535,-360,-0.05,0.46,-0.2,-0.36,-16,-6,-0.43,-1,-12,-2,2,0,1,Thiago Santos,Jack Marshman,Jack Marshman,Thiago Santos,Thiago Santos,Win,R2,KO/TKO,6,27,0,1,0,0,0,0
2360,UFC Fight Night Almeida vs. Garbrandt,2016-05-29 00:00:00,TSN 5,-4,2,2,0,2,1,-2,624,242,0.06,0.59,-0.42,-0.21,9,1,0.01,2,5,1,1,1,0,Jake Collier,Alberto Uda,Jake Collier,Alberto Uda,Alberto Uda,Loss,R2,KO/TKO,27,15,1,1,0,0,1,1
937,UFC Fight Night Poirier vs Pettis,2017-11-11 00:00:00,Live on TSN 5,-3,2,1,0,0,4,1,387,134,-0.13,-0.11,0.16,0,1,2,-0.07,1,3,2,1,1,0,Jake Collier,Marcel Fortuna,Jake Collier,Marcel Fortuna,Marcel Fortuna,Loss,R3,Decision - Unanimous,94,59,0,1,0,1,0,3
5802,The Ultimate Fighter Live®,2012-06-01 00:00:00,Finale,-3,31,15,-7,6,71,39,-106,-77,-0.01,0.01,-0.02,0.01,2,4,0.08,-17,-16,0,2,0,1,Martin Kampmann,Jake Ellenberger,Jake Ellenberger,Martin Kampmann,Martin Kampmann,Win,R2,KO/TKO,19,13,0,0,0,0,0,0
171,UFC Fight Night Gaethje vs Vick,2018-08-25 00:00:00,Live on TSN 5,4,18,10,0,4,-1,0,179,-18,0.11,-0.01,-0.03,0.04,43,21,0.39,2,5,3,2,0,1,Bryan Barberena,Jake Ellenberger,Jake Ellenberger,Bryan Barberena,Jake Ellenberger,Loss,R1,KO/TKO,12,19,0,0,0,0,0,0
414,UFC Fight Night Rivera vs Moraes,2018-06-01 00:00:00,Live on TSN 2,-2,9,4,-3,4,-6,-6,205,-11,0.1,0.03,-0.13,0.18,43,21,0.17,-5,1,3,2,0,1,Ben Saunders,Jake Ellenberger,Jake Ellenberger,Ben Saunders,Ben Saunders,Win,R1,KO/TKO,5,10,0,0,0,0,0,0
1507,UFC Fight Night Swanson vs Lobov,2017-04-22 00:00:00,Live on TSN 5,6,19,11,2,2,0,0,257,53,0.03,-0.14,0.07,0.18,39,18,0.18,4,-4,3,2,0,1,Mike Perry,Jake Ellenberger,Jake Ellenberger,Mike Perry,Mike Perry,Win,R2,KO/TKO,17,26,1,0,0,0,0,0
7504,UFC® 108,2010-01-02 00:00:00,EVANS vs SILVA,-10,4,1,-5,0,-3,-2,168,24,0,0.04,0,-0.04,1,5,0.16,-11,-12,-1,1,1,0,Jake Ellenberger,Mike Pyle,Jake Ellenberger,Mike Pyle,Mike Pyle,Loss,R2,KO/TKO,15,5,2,0,0,1,2,0
5553,UFC®,2012-10-05 00:00:00,Browne vs. Bigfoot,-9,31,15,2,8,71,39,896,370,-0.01,-0.23,0.2,0.18,31,14,0.19,1,-2,3,1,1,0,Jake Ellenberger,Jay Hieron,Jake Ellenberger,Jay Hieron,Jay Hieron,Loss,R3,Decision - Unanimous,25,32,2,0,0,0,0,0
3751,UFC 180 Werdum vs. Hunt,2014-11-15 00:00:00,Live on Pay-Per-View,6,15,12,-2,4,0,0,-398,-220,0,-0.16,0.09,0.18,30,14,0.23,2,-10,-2,2,0,1,Kelvin Gastelum,Jake Ellenberger,Jake Ellenberger,Kelvin Gastelum,Jake Ellenberger,Loss,R1,Submission,10,16,1,1,0,1,0,1
1843,The Ultimate Fighter A Tournament of Champions Finale,2016-12-03 00:00:00,Live on TSN 2,-1,-1,2,0,3,-3,0,-643,-400,-0.06,-0.07,0.03,0.04,19,8,0.08,-3,-6,2,2,0,1,Jorge Masvidal,Jake Ellenberger,Jake Ellenberger,Jorge Masvidal,Jorge Masvidal,Win,R1,KO/TKO,11,44,0,0,0,0,0,0
3129,UFC Fight Night Ellenberger vs. Thompson,2015-07-12 00:00:00,TSN,-2,17,12,2,0,-4,-2,-427,-212,0,-0.25,0.2,0.18,37,18,0.08,4,1,2,2,0,1,Stephen Thompson,Jake Ellenberger,Jake Ellenberger,Stephen Thompson,Jake Ellenberger,Loss,R1,KO/TKO,5,20,0,1,0,0,0,1
5231,UFC 158 Live on Pay-Per View,2013-03-16 00:00:00,St-Pierre vs. Diaz,-6,31,15,-2,-3,-3,-3,-176,-218,0.05,0,0.03,-0.03,-8,-10,0.15,-10,-17,0,1,1,0,Jake Ellenberger,Nate Marquardt,Jake Ellenberger,Nate Marquardt,Jake Ellenberger,Win,R1,KO/TKO,13,13,0,0,0,0,0,0
3476,UFC 184 Rousey vs. Zingano,2015-02-28 00:00:00,Live on Pay-Per-View,-7,31,15,-2,2,-2,39,-123,-11,-0.02,0.14,0.2,-0.24,-35,-17,0.22,-3,-42,2,1,1,0,Jake Ellenberger,Josh Koscheck,Jake Ellenberger,Josh Koscheck,Josh Koscheck,Loss,R2,Submission,15,7,0,1,1,0,1,0
3462,UFC 185 Pettis vs. dos Anjos,2015-03-14 00:00:00,Live on Pay-Per-View,2,-16,-3,-4,-2,-2,-41,-253,-60,-0.13,-0.2,0.35,0,1,-1,-0.21,-3,-3,-1,2,0,1,Joe Duffy,Jake Lindsey,Jake Lindsey,Joe Duffy,Joe Duffy,Win,R1,KO/TKO,6,15,0,0,0,0,0,0
2278,The Ultimate Fighter Finale Team Joanna vs. Team Claudia,2016-07-08 00:00:00,TSN 5,-2,-3,-1,0,-2,-4,3,-652,-275,0.05,-0.02,-0.11,0.03,-34,-15,-0.08,-5,-26,0,2,0,1,Kevin Lee,Jake Matthews,Jake Matthews,Kevin Lee,Jake Matthews,Loss,R1,KO/TKO,5,24,0,1,0,0,0,2
2841,UFC 193 Rousey vs Holm,2015-11-14 00:00:00,Live on Pay-Per-View,-11,13,3,6,0,2,2,429,213,0,-0.26,0,0.2,38,14,0.34,5,11,1,1,1,0,Jake Matthews,Akbarh Arreola,Jake Matthews,Akbarh Arreola,Jake Matthews,Win,R2,TKO - Doctor's Stoppage,62,21,1,0,0,0,0,1
2509,UFC Fight Night Hunt vs. Mir,2016-03-19 00:00:00,Live on TSN 2,-5,-9,-3,6,-2,1,0,-163,-3,-0.04,-0.28,0,0.25,21,8,-0.06,6,2,-2,1,1,0,Jake Matthews,Johnny Case,Jake Matthews,Johnny Case,Jake Matthews,Win,R3,Submission,36,35,0,1,2,0,2,1
906,UFC Fight Night Werdum vs Tybura,2017-11-18 00:00:00,Live on TSN 5,-5,-2,-3,8,-2,-3,1,83,115,-0.01,-0.39,0,0.44,25,13,0.12,3,10,-2,1,1,0,Jake Matthews,Bojan Velickovic,Jake Matthews,Bojan Velickovic,Jake Matthews,Win,R3,Decision - Split,20,24,4,1,0,1,4,3
663,UFC 221 Romero vs Rockhold,2018-02-10 00:00:00,Live on Pay-Per-View,-6,-1,-2,8,-8,2,2,-515,-194,-0.03,-0.39,0,0.32,16,9,0.11,6,10,-1,1,1,0,Jake Matthews,Li Jingliang,Jake Matthews,Li Jingliang,Jake Matthews,Win,R3,Decision - Unanimous,63,49,2,0,1,0,4,0
3322,UFC Fight Night Miocic vs. Hunt,2015-05-09 00:00:00,FIGHT NETWORK,-7,0,1,2,-4,-3,-1,-380,-85,-0.06,-0.43,0,0.44,35,15,0.1,1,13,-1,2,0,1,James Vick,Jake Matthews,Jake Matthews,James Vick,James Vick,Win,R1,Submission,4,10,1,0,0,1,0,1
4161,UFC Fight Night Te Huna vs. Marquardt,2014-06-28 00:00:00,UFC Fight Pass,-6,13,3,8,0,3,42,617,292,0.22,0.02,-0.39,0.27,38,16,0.03,5,16,0,1,1,0,Jake Matthews,Dashon Johnson,Jake Matthews,Dashon Johnson,Jake Matthews,Win,R3,Submission,60,11,4,0,1,1,4,0
1874,UFC Fight Night Whittaker vs Brunson,2016-11-26 00:00:00,Live on TSN 5,-8,1,1,8,0,3,2,485,232,0.03,-0.03,-0.35,0.27,30,15,0.57,1,15,0,2,0,1,Andrew Holbrook,Jake Matthews,Jake Matthews,Andrew Holbrook,Andrew Holbrook,Win,R3,Decision - Split,22,30,3,2,0,3,0,1
284,Tuesday Night Contender Series Live on UFC FIGHT PASS,2018-07-10 00:00:00,Las Vegas,-8,0,2,0,0,77,0,58,31,0.44,1,0,0,0,0,0,0,0,0,1,1,0,Jalin Turner,Max Mustaki,Jalin Turner,Max Mustaki,Jalin Turner,Win,R1,TKO - Doctor's Stoppage,65,41,1,0,0,0,0,0
1196,Tuesday Night Contender Series Live on UFC FIGHT PASS,2017-08-01 00:00:00,Las Vegas,8,-1,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Kyler  Phillips,James Gray,James Gray,Kyler  Phillips,Kyler  Phillips,Win,R1,KO/TKO,2,14,0,0,0,0,0,0
